time_exchange;time_coinapi;guid;price;base_amount;taker_side
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.463750880;1167;7967.54;0.116556;SELL
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.464718341;1168;7967.5;0.025094;SELL
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.465366420;1169;7967.2;0.001116;SELL
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.466063818;1170;7967.2;0.003;SELL
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.466393234;1171;7967.01;0.003939;SELL
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.467032321;1172;7966.84;0.005928;SELL
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.467359608;1173;7966.66;0.007357;SELL
2019-06-08T00:00:29.411000000;2019-06-08T00:00:29.468569976;1174;7966.66;0.00159;SELL
2019-06-08T00:00:29.502000000;2019-06-08T00:00:29.535662131;1176;7966.32;0.007985;BUY
2019-06-08T00:00:29.512000000;2019-06-08T00:00:29.541425876;1177;7966.32;0.017;BUY
2019-06-08T00:00:29.516000000;2019-06-08T00:00:29.545933291;1178;7966.32;0.005503;BUY
2019-06-08T00:00:29.559000000;2019-06-08T00:00:29.581514754;1190;7966.32;0.040937;BUY
2019-06-08T00:00:29.562000000;2019-06-08T00:00:29.584116779;1191;7966.32;0.002498;BUY
2019-06-08T00:00:29.567000000;2019-06-08T00:00:29.588411729;1192;7966.32;0.001381;BUY
2019-06-08T00:00:29.606000000;2019-06-08T00:00:29.627884834;1198;7966.32;0.011499;BUY
2019-06-08T00:00:29.606000000;2019-06-08T00:00:29.629061101;1199;7969.97;0.065205;BUY
2019-06-08T00:00:29.606000000;2019-06-08T00:00:29.629658336;1200;7969.98;0.010096;BUY
2019-06-08T00:00:29.617000000;2019-06-08T00:00:29.638537653;1202;7969.98;0.086781;BUY
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.644400332;1204;7966.32;0.018583;SELL
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.645251303;1205;7966.31;0.001882;SELL
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.645945400;1206;7966.22;0.025105;SELL
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.646689281;1207;7966.21;0.2;SELL
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.647535643;1208;7966.2;0.03766;SELL
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.648174390;1209;7966.14;0.00478;SELL
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.648812965;1210;7966;0.00296;SELL
2019-06-08T00:00:29.622000000;2019-06-08T00:00:29.649298939;1211;7965.94;0.122227;SELL
2019-06-08T00:00:29.628000000;2019-06-08T00:00:29.649837965;1212;7969.98;0.002958;BUY
2019-06-08T00:00:29.655000000;2019-06-08T00:00:29.677643585;1214;7966.23;0.023225;SELL
2019-06-08T00:00:29.655000000;2019-06-08T00:00:29.678808892;1216;7966.23;0.008009;SELL
2019-06-08T00:00:29.788000000;2019-06-08T00:00:29.811314078;1223;7966.21;0.055569;BUY
2019-06-08T00:00:29.838000000;2019-06-08T00:00:29.860453359;1228;7969.91;0.008009;BUY
2019-06-08T00:00:29.838000000;2019-06-08T00:00:29.861567295;1229;7969.91;0.004535;BUY
2019-06-08T00:00:29.848000000;2019-06-08T00:00:29.869636637;1230;7969.91;0.01869;BUY
2019-06-08T00:00:29.848000000;2019-06-08T00:00:29.870968808;1233;7969.91;0.002282;BUY
2019-06-08T00:00:29.937000000;2019-06-08T00:00:29.962377959;1236;7965.95;0.025094;SELL
2019-06-08T00:00:29.937000000;2019-06-08T00:00:29.962528421;1237;7965.93;0.05211;SELL
2019-06-08T00:00:29.937000000;2019-06-08T00:00:29.962703988;1238;7965.9;0.110742;SELL
2019-06-08T00:00:30.174000000;2019-06-08T00:00:30.251942088;1241;7968.31;0.240136;BUY
